"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"748",3.96126745241676,19.3557484018152,1,0,0,0,481,0,0,1090
"749",4.79223781265607,19.4958179100705,1,0,0,0,3006,0,0,835
"750",4.70405232127908,21.5205770349701,1,0,0,0,1183,0,0,1014
"751",5.094861736485,23.695635373594,1,0,0,0,2034,0,0,943
"752",5.14159341131048,25.1448133506568,1,0,0,0,1234,0,0,1034
"753",4.64824175833348,21.2237598842012,1,0,0,0,1520,0,0,982
"754",6.23618893675835,34.0697232856443,1,0,0,0,802,0,0,1186
"755",5.09683043096107,23.1807257038289,1,0,0,0,1148,0,0,1022
"756",4.28952149436164,14.102569312651,1,0,0,0,3904,0,0,792
"757",5.0259403441593,26.3800812328819,1,0,0,0,180,0,0,1209
"758",3.9441483013559,16.58050376433,1,0,0,0,1273,0,0,972
"759",4.34957232935717,22.2048033055185,1,0,0,0,703,0,0,1102
"760",4.74198049838431,25.1791315943462,1,0,0,0,701,0,0,1201
"761",6.20548264683223,28.0809249893647,1,0,0,0,2268,0,0,944
"762",5.94246269236725,33.0028920338472,1,0,0,0,707,0,0,1180
"763",5.29190872856573,28.1672126144679,1,0,0,0,462,0,0,1203
"764",2.91606387755762,14.9893049748909,1,0,0,0,5,0,0,1194
"765",5.95736578119907,32.0327864358283,1,0,0,0,701,0,0,1140
"766",5.41520768006905,27.9594847814782,1,0,0,0,662,0,0,1153
"767",3.22834091396062,13.6509025120955,1,0,0,0,1605,0,0,934
"768",4.47484593258916,25.7723172401988,1,0,0,0,373,0,0,1150
"769",2.56858756596098,10.8688287067545,1,0,0,0,490,0,0,968
"770",4.94204562032328,25.0824393056725,1,0,0,0,922,0,0,1159
"771",3.9023926354979,19.7096635752849,1,0,0,0,437,0,0,1105
"772",4.46888265645771,22.6535548847555,1,0,0,0,579,0,0,1119
"773",5.25657800783712,26.0524663682592,1,0,0,0,1297,0,0,1058
"774",3.14935345200487,11.8341815904758,1,0,0,0,1802,0,0,869
"775",5.69885084417111,32.8884713619477,1,0,0,0,542,0,0,1198
"776",3.32608261072813,16.375444893352,1,0,0,0,476,0,0,1082
"777",5.02899928329489,22.6710731007931,1,0,0,0,1911,0,0,984
"778",6.38296509516494,33.7095366458423,1,0,0,0,822,0,0,1205
"779",3.84889441629947,19.8365906560833,1,0,0,0,457,0,0,1140
"780",5.14040053201748,24.2763522437102,1,0,0,0,999,0,0,1029
"781",3.96818728504705,19.0817354676622,1,0,0,0,679,0,0,1106
"782",3.58505884084641,15.4889995068073,1,0,0,0,1113,0,0,934
"783",5.49698408627843,30.4176760956184,1,0,0,0,567,0,0,1200
"784",4.42235843867492,23.2709502533656,1,0,0,0,658,0,0,1143
"785",4.56573637401906,22.6448572677448,1,0,0,0,712,0,0,1125
"786",4.62754299661311,19.5588697882239,1,0,0,0,2507,0,0,914
"787",4.51844598106315,24.2494140157738,1,0,0,0,315,0,0,1219
"788",5.1561151719697,26.9551848475803,1,0,0,0,671,0,0,1195
"789",6.38920152259287,36.1609108092194,1,0,0,0,731,0,0,1208
"790",4.13170661564749,18.0640287336877,1,0,0,0,2047,0,0,932
"791",4.20018145834922,22.7357754975882,1,0,0,0,430,0,0,1184
"792",4.52113435369381,22.3986352776071,1,0,0,0,1285,0,0,1033
"793",2.57615974419326,7.86872266692151,1,0,0,0,2401,0,0,778
"794",3.67712438961348,17.4237545263637,1,0,0,0,683,0,0,1051
"795",4.09934864054447,18.8287698899669,1,0,0,0,1004,0,0,1044
"796",5.22631376851523,26.4205056942056,1,0,0,0,1019,0,0,1105
"797",4.38529018050702,22.6896304943735,1,0,0,0,783,0,0,1117
"798",4.83172387174619,25.0612739671344,1,0,0,0,1029,0,0,1060
"799",5.98305246861224,31.2140767939402,1,0,0,0,911,0,0,1097
"800",6.17225639168124,29.7335771731841,1,0,0,0,1416,0,0,1045
"801",4.08768046912725,19.7705895916134,1,0,0,0,1064,0,0,1013
"802",5.17358106887814,24.3144248880626,1,0,0,0,1744,0,0,984
"803",3.18819620317652,10.9091769397812,1,0,0,0,2364,0,0,778
"804",3.45794730103384,15.6400275513229,1,0,0,0,884,0,0,999
"805",3.64854458684875,15.6883933702174,1,0,0,0,1366,0,0,938
"806",4.30025668409961,18.4502699295796,1,0,0,0,2236,0,0,897
"807",4.81576926617516,22.1768162781331,1,0,0,0,1721,0,0,990
"808",5.05634751312541,23.6413488263292,1,0,0,0,1427,0,0,1017
"809",2.64250430177317,8.16479219767852,1,0,0,0,2563,0,0,778
"810",4.62638711077891,20.6291302752985,1,0,0,0,1973,0,0,927
"811",3.32538631441507,13.0990799007854,1,0,0,0,1721,0,0,882
"812",4.59857364108971,21.6851746294781,1,0,0,0,1228,0,0,1008
"813",2.25740573472511,7.07734451488904,1,0,0,0,1382,0,0,801
"814",2.74944669678575,9.01044364116281,1,0,0,0,2245,0,0,791
"815",5.1248230106054,23.1765341040751,1,0,0,0,1704,0,0,1003
"816",4.94791042145993,24.8337072280987,1,0,0,0,1116,0,0,1046
"817",3.75424230384842,16.1523419122527,1,0,0,0,1513,0,0,965
"818",2.93789852742673,10.2117861457601,1,0,0,0,1855,0,0,867
"819",3.39107245818685,14.2546343431329,1,0,0,0,1081,0,0,960
"820",3.75791104372697,16.4687106038861,1,0,0,0,1543,0,0,976
"821",4.79103900305105,21.7432617318408,1,0,0,0,1125,0,0,1037
"822",3.98267764258526,18.8129341626659,1,0,0,0,1066,0,0,1033
"823",4.11586901566991,17.2273397112349,1,0,0,0,2458,0,0,891
"824",3.12593872118413,8.85869504022187,1,0,0,0,3348,0,0,778
"825",3.79386734097827,16.762392209686,1,0,0,0,1112,0,0,969
"826",4.75802987123414,22.489200598992,1,0,0,0,1471,0,0,1014
"827",5.6056972286949,27.3968781789757,1,0,0,0,1373,0,0,1031
"828",4.28715982286549,19.2530306935384,1,0,0,0,1406,0,0,959
"829",4.52333504325095,21.188284089918,1,0,0,0,1173,0,0,978
"830",3.65483220296321,16.4018987870199,1,0,0,0,1171,0,0,954
"831",4.08337808707171,18.2490833298273,1,0,0,0,1489,0,0,998
"832",4.47184369323564,21.3684368839525,1,0,0,0,1298,0,0,996
"833",4.32368825520471,19.6789651944966,1,0,0,0,1744,0,0,953
"834",2.97488910548392,10.933788047705,1,0,0,0,2227,0,0,839
"835",4.10749843821803,18.0211844489225,1,0,0,0,1799,0,0,939
"836",5.11651759249483,25.0185995749361,1,0,0,0,1338,0,0,1039
"837",4.15160219513627,19.7222975239132,1,0,0,0,1076,0,0,1007
"838",3.85015737741695,17.7816602090771,1,0,0,0,1180,0,0,967
"839",3.67858000269291,15.8086006099053,1,0,0,0,983,0,0,980
"840",5.19695979052296,23.2547363457287,1,0,0,0,2354,0,0,928
"841",3.3160612876832,14.0557056067185,1,0,0,0,1082,0,0,970
"842",5.46329837006515,26.0031617891534,1,0,0,0,970,0,0,1053
"843",5.41297416056843,26.389997375728,1,0,0,0,1279,0,0,1032
"844",4.552950705606,19.7008468747625,1,0,0,0,2038,0,0,916
"845",4.94764614616729,22.4849763433503,1,0,0,0,1493,0,0,1018
"846",3.24493397050648,12.1519673683038,1,0,0,0,1713,0,0,856
"847",3.8068327068302,18.4639594717313,1,0,0,0,1047,0,0,999
"848",3.97525707859714,17.9891116388194,1,0,0,0,1181,0,0,1006
"849",2.78796890811929,12.1942782976208,1,0,0,0,654,0,0,991
"850",4.01711249312721,18.7630084538143,1,0,0,0,1162,0,0,991
"851",3.95093975187002,17.6862790104175,1,0,0,0,1681,0,0,979
"852",4.68891961793724,21.4155986046397,1,0,0,0,1418,0,0,960
"853",2.92313564467557,8.92928672408361,1,0,0,0,2895,0,0,778
"854",4.0173285543194,18.5306156501865,1,0,0,0,1357,0,0,1007
"855",4.30311307923351,21.7218631300135,1,0,0,0,742,0,0,1045
"856",4.07206221224572,19.1420305700224,1,0,0,0,1256,0,0,980
"857",4.82840720998804,19.364692439732,1,0,0,0,2914,0,0,869
"858",3.54509549492261,14.9585491069939,1,0,0,0,1727,0,0,927
"859",3.92268145253714,18.0126749497778,1,0,0,0,1114,0,0,1022
"860",4.58421461668062,20.6606999036774,1,0,0,0,2094,0,0,925
"861",3.49715383044872,13.0782851045229,1,0,0,0,2359,0,0,831
"862",5.05891738717234,24.4425897061628,1,0,0,0,1715,0,0,981
"863",4.97726632594077,23.5753693781535,1,0,0,0,1300,0,0,1028
"864",3.90638681204048,16.4713615799175,1,0,0,0,1739,0,0,953
"865",4.49985911583087,21.7448059431464,1,0,0,0,1160,0,0,1049
"866",3.41643344881647,14.3305930260581,1,0,0,0,1723,0,0,921
"867",4.78308293499101,23.9450261572949,1,0,0,0,1110,0,0,1033
"868",5.31067436452814,25.1560403749478,1,0,0,0,1447,0,0,1013
"869",5.91589506008969,27.2379624799183,1,0,0,0,2057,0,0,993
"870",3.85583723476177,18.3627952282743,1,0,0,0,812,0,0,1040
"871",4.92920778960539,21.0070107811677,1,0,0,0,2205,0,0,956
"872",6.26541788916425,29.4312985778873,1,0,0,0,1737,0,0,983
"873",6.15153876497203,28.9648825310991,1,0,0,0,1789,0,0,1023
"874",6.13963577296747,30.1789003816026,1,0,0,0,1384,0,0,1027
"875",5.57180004915574,26.0571133526673,1,0,0,0,1602,0,0,1017
"876",5.49947183836754,26.6672516066781,1,0,0,0,1665,0,0,1007
"877",4.25026063496593,18.7521907166823,1,0,0,0,2153,0,0,902
"878",4.8484261219508,21.5883485915472,1,0,0,0,1885,0,0,939
"879",4.36677188781565,20.8649636420613,1,0,0,0,1178,0,0,984
"880",5.61701202482487,27.5862119069121,1,0,0,0,1531,0,0,1023
"881",3.81539264715823,17.1117616117375,1,0,0,0,1548,0,0,974
"882",3.69773257369433,15.604323189566,1,0,0,0,1608,0,0,941
"883",5.58038489524036,27.1354415090207,1,0,0,0,1558,0,0,1026
"884",4.21719826353566,18.964941395987,1,0,0,0,1524,0,0,980
"885",3.82073288602256,15.0400203654828,1,0,0,0,2116,0,0,895
"886",3.81851093684594,15.5567706800088,1,0,0,0,2021,0,0,908
"887",4.23107127196881,18.1966168355774,1,0,0,0,1845,0,0,956
"888",4.06826522971213,18.3671785126283,1,0,0,0,1539,0,0,959
"889",4.79151336523726,23.0438179514139,1,0,0,0,1162,0,0,1022
"890",4.40606515647207,19.8830282152613,1,0,0,0,1295,0,0,994
"891",4.43583090990429,22.2322957848898,1,0,0,0,1061,0,0,1050
"892",4.32694844985029,21.2348194325681,1,0,0,0,1005,0,0,1041
"893",3.42157452170975,15.5872068591624,1,0,0,0,1166,0,0,985
"894",5.26385004405684,24.2561166456261,1,0,0,0,2093,0,0,956
"895",6.13304113792689,30.2914640126053,1,0,0,0,1244,0,0,1032
"896",4.92137472025481,24.0135910742169,1,0,0,0,1110,0,0,1027
"897",3.71065057597375,16.9045361386825,1,0,0,0,1466,0,0,1002
"898",5.36049112152029,24.0750427267272,1,0,0,0,2506,0,0,913
"899",4.76697997015866,22.5982886273832,1,0,0,0,1441,0,0,981
"900",5.75848702774952,28.1839382131378,1,0,0,0,1386,0,0,1034
"901",2.98294207092243,12.6661082424116,1,0,0,0,1209,0,0,954
"902",4.91452281758712,24.5821118093301,1,0,0,0,1090,0,0,1052
"903",4.6596801783246,20.2332445665039,1,0,0,0,1648,0,0,966
"904",2.02853300143582,6.19176482553156,1,0,0,0,1114,0,0,820
"905",4.46884077159965,21.8892198172114,1,0,0,0,1126,0,0,1038
"906",4.20168374333282,18.2919040912352,1,0,0,0,1461,0,0,951
"907",3.80461856466272,17.4833051645137,1,0,0,0,1297,0,0,964
"908",4.15006540720218,18.3933472556375,1,0,0,0,1427,0,0,943
"909",4.52336661153673,19.7746505951501,1,0,0,0,2174,0,0,895
"910",5.72760491774629,29.4922951648469,1,0,0,0,889,0,0,1031
"911",3.02196507455411,11.2894478013037,1,0,0,0,1969,0,0,837
"912",3.87135553891836,17.8374138436921,1,0,0,0,1799,0,0,948
"913",5.30520992526383,24.610054332102,1,0,0,0,1693,0,0,956
"914",3.86870211927668,17.5980796014178,1,0,0,0,1322,0,0,1003
"915",4.93499699404073,21.6612545120099,1,0,0,0,1908,0,0,950
"916",3.84962634042028,17.8805692622462,1,0,0,0,1342,0,0,971
"917",3.96521993788243,17.726139673024,1,0,0,0,1486,0,0,997
"918",5.53410629332118,26.4548562352819,1,0,0,0,1318,0,0,1040
"919",5.37979608996313,25.096201294623,1,0,0,0,2042,0,0,959
"920",5.14514273996825,20.8301404822948,1,0,0,0,2259,0,0,905
"921",4.58085554340743,21.5455372148135,1,0,0,0,1652,0,0,974
"922",3.73829698954335,14.2296330331511,1,0,0,0,2145,0,0,901
"923",3.88740031547716,14.6139444449944,1,0,0,0,2218,0,0,882
"924",3.95890270723464,16.8362186966714,1,0,0,0,2039,0,0,924
"925",5.18212786075149,23.906823205013,1,0,0,0,2058,0,0,937
"926",4.58936139422884,21.6077183841143,1,0,0,0,1697,0,0,998
"927",4.70762258075479,21.790169994994,1,0,0,0,1988,0,0,948
"928",3.91878611849368,18.6764653948461,1,0,0,0,938,0,0,1037
"929",4.97587480740446,21.461301777905,1,0,0,0,2419,0,0,922
"930",4.26789306473254,21.2322432083586,1,0,0,0,1034,0,0,1030
"931",4.58495194235767,22.4416376043206,1,0,0,0,1142,0,0,1049
"932",5.67946695978548,27.3518832622578,1,0,0,0,2068,0,0,986
"933",3.74934303623643,17.6954400644055,1,0,0,0,1000,0,0,998
"934",3.27192967929366,9.63135792500429,1,0,0,0,3500,0,0,778
"935",5.44425907137679,25.6190132486228,1,0,0,0,1734,0,0,1011
"936",3.48522547746695,12.6842600378501,1,0,0,0,2521,0,0,835
"937",5.86738126728346,29.4242393331985,1,0,0,0,1126,0,0,1046
"938",4.85150192263076,21.9907330380749,1,0,0,0,1895,0,0,968
"939",4.26993741837459,19.5067826126118,1,0,0,0,1749,0,0,972
"940",4.898542858072,23.7773771796841,1,0,0,0,1287,0,0,969
"941",3.49546763963463,14.6849620777897,1,0,0,0,1492,0,0,914
"942",3.66257727414271,17.9416833139241,1,0,0,0,737,0,0,1044
"943",3.53031065568482,14.7786036051454,1,0,0,0,1616,0,0,922
"944",3.57086219539876,14.3612489488112,1,0,0,0,1626,0,0,919
"945",5.05829584928438,24.9152524058413,1,0,0,0,1469,0,0,1043
"946",4.87864538450743,23.0375908172546,1,0,0,0,1632,0,0,952
"947",5.39703160624702,25.2759561101044,1,0,0,0,1601,0,0,1044
"948",5.05705972236746,24.6470894719375,1,0,0,0,1248,0,0,1023
"949",5.91349853779842,26.3253048098927,1,0,0,0,2060,0,0,956
"950",3.50549564330245,14.4321354117367,1,0,0,0,1959,0,0,912
"951",3.79034633423244,17.5801245927796,1,0,0,0,695,0,0,1047
"952",2.85184866383133,10.4391210188225,1,0,0,0,1862,0,0,841
"953",4.74612641239616,17.7218581829313,1,0,0,0,3329,0,0,807
"954",5.53484346716364,24.0569747427318,1,0,0,0,1971,0,0,931
"955",3.99140473040444,18.1864009104072,1,0,0,0,1573,0,0,1007
"956",4.74220029109136,21.7917212227629,1,0,0,0,1439,0,0,976
"957",4.749812587905,19.0288165077607,1,0,0,0,3028,0,0,845
"958",5.58789103275132,27.2348101581585,1,0,0,0,1134,0,0,1024
"959",4.16447087580125,16.7417910711531,1,0,0,0,2499,0,0,849
"960",5.69163499314966,26.3282814441802,1,0,0,0,1995,0,0,1016
"961",3.50968909955636,16.4521777820568,1,0,0,0,635,0,0,1024
"962",3.08997232394161,10.5573725738357,1,0,0,0,2482,0,0,817
"963",4.24923476449558,20.0557322114613,1,0,0,0,809,0,0,1028
"964",4.26174641265409,18.5576419400123,1,0,0,0,1802,0,0,975
"965",4.63466160076686,22.6396636145266,1,0,0,0,1135,0,0,1001
"966",5.11590310566148,23.1565007917324,1,0,0,0,2689,0,0,894
"967",3.50324443077296,16.6968525310128,1,0,0,0,978,0,0,971
"968",4.62462662567359,19.5529104100434,1,0,0,0,1850,0,0,938
"969",6.53249380875092,31.6998969432106,1,0,0,0,1969,0,0,993
"970",5.31186961358911,25.4872143033377,1,0,0,0,1502,0,0,1054
"971",3.91149654319884,16.6331959998608,1,0,0,0,1729,0,0,911
"972",4.70371107036951,22.1235573001202,1,0,0,0,1314,0,0,958
"973",5.40239508233889,24.7029732913724,1,0,0,0,2046,0,0,970
"974",4.89413698053702,23.3245211585221,1,0,0,0,1198,0,0,1006
"975",5.31211416579408,23.5856065528858,1,0,0,0,2325,0,0,911
"976",2.44244781698629,11.291967803206,1,0,0,0,428,0,0,997
"977",3.67450082638036,15.5462006395396,1,0,0,0,2011,0,0,900
"978",4.57436670762982,19.4471665612991,1,0,0,0,2075,0,0,918
"979",5.21058364146921,23.1145986658027,1,0,0,0,1782,0,0,951
"980",4.44934462981974,18.1357327883476,1,0,0,0,2663,0,0,854
"981",4.92288169062378,21.7905103849276,1,0,0,0,1220,0,0,1010
"982",4.89212543987203,23.8365147703313,1,0,0,0,1375,0,0,986
"983",4.52607356393279,20.2291050160486,1,0,0,0,1506,0,0,989
"984",2.78987600195112,11.1951538359807,1,0,0,0,805,0,0,976
"985",4.7092150911604,20.732178479553,1,0,0,0,2294,0,0,934
"986",4.72177076136533,22.2439185427332,1,0,0,0,1048,0,0,1028
"987",3.25413924522829,13.7572319090518,1,0,0,0,1877,0,0,911
"988",5.16689789365353,22.7371421607152,1,0,0,0,2247,0,0,885
"989",3.67972657765901,14.6014251956891,1,0,0,0,2462,0,0,870
"990",3.96410184051795,18.3191404904018,1,0,0,0,1588,0,0,940
"991",4.76791096209901,19.3273637216341,1,0,0,0,2513,0,0,861
"992",5.31828372771981,23.9200787296617,1,0,0,0,1608,0,0,999
"993",2.47561171601626,9.77577001537457,1,0,0,0,948,0,0,918
"994",5.20264412805995,24.1534585770379,1,0,0,0,1501,0,0,1026
"995",5.10895988847591,25.5873600726386,1,0,0,0,1100,0,0,1040
"996",4.08247168913007,19.7825263441594,1,0,0,0,1174,0,0,1011
"997",4.85326905640018,22.7042599339986,1,0,0,0,1190,0,0,1037
"998",3.39671278108443,13.0333330982228,1,0,0,0,1670,0,0,885
"999",5.00254941244699,24.1678506721775,1,0,0,0,1513,0,0,1012
"1000",3.42742744756684,12.971021519405,1,0,0,0,2053,0,0,842
"1001",4.57858403438991,21.4870044621243,1,0,0,0,1541,0,0,969
"1002",3.73562305851525,16.5063311615284,1,0,0,0,1464,0,0,930
"1003",5.53802517039289,25.8869690907356,1,0,0,0,1919,0,0,959
"1004",5.45102761933236,24.9912715713937,1,0,0,0,2290,0,0,927
"1005",4.44422387749337,19.1832358980987,1,0,0,0,1627,0,0,934
"1006",5.77797012105265,27.5392967208183,1,0,0,0,2105,0,0,966
"1007",3.31082420607611,13.2060159644824,1,0,0,0,1482,0,0,892
"1008",3.63197539993504,13.8850586157874,1,0,0,0,1982,0,0,891
"1009",5.11817007884063,23.2685972407952,1,0,0,0,2020,0,0,950
"1010",5.27152555073913,23.7450275778971,1,0,0,0,1758,0,0,961
"1011",4.12194593609115,18.4590711672901,1,0,0,0,1449,0,0,942
"1012",2.79766686431945,9.08020503489036,1,0,0,0,2502,0,0,778
"1013",4.36260549119758,20.0519991144787,1,0,0,0,1700,0,0,919
"1014",5.28142766497598,23.2850844696724,1,0,0,0,2090,0,0,923
"1015",4.46676106246677,19.2939644388649,1,0,0,0,1986,0,0,934
"1016",3.48625755231361,14.2301353022806,1,0,0,0,1765,0,0,944
"1017",3.98586121051699,17.623914371412,1,0,0,0,1227,0,0,939
"1018",1.66772660339468,5.62236213166008,1,0,0,0,154,0,0,956
"1019",3.89927718732898,15.6596726232732,1,0,0,0,2345,0,0,868
"1020",4.02788899003668,17.5867288951989,1,0,0,0,1884,0,0,951
"1021",3.42999714025503,14.0766128630889,1,0,0,0,1607,0,0,935
"1022",4.28258042690519,18.7956730827145,1,0,0,0,1850,0,0,928
"1023",5.07338722415872,23.8001980663622,1,0,0,0,1855,0,0,949
"1024",4.23797103269914,19.2613115520639,1,0,0,0,1895,0,0,945
"1025",3.72864056945305,16.1169644284809,1,0,0,0,1728,0,0,952
"1026",4.16466023439619,18.2585316955358,1,0,0,0,1640,0,0,967
"1027",4.53873680010718,20.5626341463281,1,0,0,0,1709,0,0,956
"1028",3.04053612539668,12.1620338553297,1,0,0,0,1774,0,0,876
"1029",3.41398204841235,13.9668595239904,1,0,0,0,1476,0,0,905
"1030",3.58567791720238,15.1818151057973,1,0,0,0,1994,0,0,901
"1031",4.55130771358916,19.7692389291884,1,0,0,0,2402,0,0,926
"1032",3.65731162028513,15.3664758234114,1,0,0,0,1838,0,0,899
"1033",5.18039320799052,21.7324659988484,1,0,0,0,2386,0,0,891
"1034",2.3871497279968,8.39923787779145,1,0,0,0,1103,0,0,845
"1035",5.23252656336321,23.226753080272,1,0,0,0,2068,0,0,932
"1036",4.98521564031573,22.5153909092095,1,0,0,0,1853,0,0,927
"1037",4.55951637911518,19.2401867369126,1,0,0,0,2164,0,0,883
"1038",5.14197956227234,21.8059862961353,1,0,0,0,2148,0,0,937
"1039",6.12528572542115,27.2756671625249,1,0,0,0,2155,0,0,949
"1040",3.86028733953985,16.8751748998332,1,0,0,0,1920,0,0,936
"1041",4.19620473214641,17.9233820363341,1,0,0,0,1799,0,0,950
"1042",3.97653145057673,14.5276604597411,1,0,0,0,2419,0,0,856
"1043",4.74147318518947,19.5286868730766,1,0,0,0,2348,0,0,927
"1044",3.33274934703444,13.1396098785682,1,0,0,0,1459,0,0,930
"1045",4.60650821281309,18.5606556412237,1,0,0,0,2707,0,0,847
"1046",2.14873403928116,5.21023695327303,1,0,0,0,2245,0,0,778
"1047",4.0473475247717,18.4725633529822,1,0,0,0,1916,0,0,909
"1048",4.91512824110737,21.9232576505028,1,0,0,0,2011,0,0,930
"1049",5.0611281147557,22.7797047978021,1,0,0,0,2065,0,0,952
"1050",4.20350115992501,17.6842038903979,1,0,0,0,2023,0,0,941
"1051",4.32953287656462,17.8303842126173,1,0,0,0,2445,0,0,900
"1052",3.826748201455,15.5532332078223,1,0,0,0,2195,0,0,874
"1053",5.07202700705417,22.1669827258044,1,0,0,0,1854,0,0,955
"1054",4.22720664394425,18.8674388388101,1,0,0,0,1654,0,0,951
"1055",2.92508322098688,11.7934206303415,1,0,0,0,1532,0,0,875
"1056",3.72794179904685,16.1751867060945,1,0,0,0,1738,0,0,939
"1057",3.84243383949509,15.8074095485112,1,0,0,0,1870,0,0,930
"1058",4.89425279300226,22.7232073275491,1,0,0,0,1770,0,0,968
"1059",3.47839679047511,14.2860071769016,1,0,0,0,1660,0,0,907
"1060",4.84271694808157,21.4864899755729,1,0,0,0,2214,0,0,920
"1061",5.2660076090877,24.0460962846747,1,0,0,0,1702,0,0,973
"1062",4.99755120923208,22.8239762699757,1,0,0,0,1816,0,0,966
"1063",4.75118674860458,20.1555743884789,1,0,0,0,2183,0,0,893
"1064",3.28934203244804,10.491056155167,1,0,0,0,2556,0,0,791
"1065",3.06963666666523,11.8703231695745,1,0,0,0,1952,0,0,849
"1066",5.228565122729,22.8951323170956,1,0,0,0,2308,0,0,948
"1067",3.64926797595731,15.8218809711632,1,0,0,0,1353,0,0,956
"1068",3.69266201484974,14.9749184608413,1,0,0,0,2110,0,0,906
"1069",4.09181775615738,16.5566037499216,1,0,0,0,2070,0,0,904
"1070",4.31027835271015,20.362339372232,1,0,0,0,1516,0,0,949
"1071",3.55738521241743,16.0571295609209,1,0,0,0,1396,0,0,943
"1072",5.0220808642561,22.5658146825132,1,0,0,0,1905,0,0,962
"1073",2.43016334193874,7.53840990955431,1,0,0,0,2375,0,0,778
"1074",4.29569095790354,16.5890466028589,1,0,0,0,1840,0,0,916
