"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1075",4.42554493586804,19.3969440409538,1,0,0,0,1785,0,0,957
"1076",5.08431654748555,22.9502108463899,1,0,0,0,1973,0,0,929
"1077",3.92419981392644,17.2841730920381,1,0,0,0,1521,0,0,954
"1078",2.42713133630906,9.46918988754224,1,0,0,0,1098,0,0,891
"1079",5.25872464117448,23.6172034150553,1,0,0,0,2269,0,0,946
"1080",4.18149931815015,17.8889763729928,1,0,0,0,1955,0,0,934
"1081",5.03887034687865,22.5573277892733,1,0,0,0,2002,0,0,921
"1082",4.04447489804371,17.1560538972087,1,0,0,0,1875,0,0,921
"1083",5.27192637486121,23.1556132318058,1,0,0,0,2148,0,0,943
"1084",4.14840287955592,18.7447095880568,1,0,0,0,1566,0,0,927
"1085",3.68845044951306,16.3942625646361,1,0,0,0,1047,0,0,958
"1086",4.30908218296991,19.0745964659844,1,0,0,0,1596,0,0,943
"1087",4.49645909113737,20.664722037404,1,0,0,0,1800,0,0,952
"1088",4.91996850043847,21.2260079331308,1,0,0,0,2256,0,0,911
"1089",2.70252255864391,8.86274496262196,1,0,0,0,2026,0,0,803
"1090",4.21268960946462,16.9088371523068,1,0,0,0,2271,0,0,891
"1091",3.36867088330173,12.3371644177263,1,0,0,0,1879,0,0,868
"1092",3.9945505410502,17.376263208359,1,0,0,0,1453,0,0,929
"1093",4.98092007050821,22.1417230857213,1,0,0,0,1707,0,0,970
"1094",4.53572312939292,20.8142887865103,1,0,0,0,1501,0,0,946
"1095",4.44083573864734,18.1292711892525,1,0,0,0,2606,0,0,879
"1096",4.31180817435385,18.5284775537237,1,0,0,0,2204,0,0,894
"1097",3.66259490370934,14.9737629769003,1,0,0,0,1698,0,0,925
"1098",4.05353134814412,17.9895062851753,1,0,0,0,1803,0,0,935
"1099",3.72873365395728,15.0259387819842,1,0,0,0,2110,0,0,899
"1100",5.37216325006298,23.9090041739204,1,0,0,0,1781,0,0,967
"1101",3.76225687929043,15.3133993039266,1,0,0,0,1963,0,0,900
"1102",3.42634442191613,15.5764919927324,1,0,0,0,767,0,0,971
"1103",3.23529389614101,11.4817698308919,1,0,0,0,2223,0,0,805
"1104",4.46198331743692,20.0109376774934,1,0,0,0,1755,0,0,960
"1105",4.41974625642989,19.6976628124389,1,0,0,0,1582,0,0,970
"1106",5.06604308250106,22.0416080261949,1,0,0,0,1733,0,0,943
"1107",3.40184077477244,15.0075889857042,1,0,0,0,1570,0,0,957
"1108",3.26750382983223,13.33035014738,1,0,0,0,1228,0,0,923
"1109",5.08359302995465,23.0219625678388,1,0,0,0,2085,0,0,949
"1110",4.26921184768679,18.4589830598002,1,0,0,0,1872,0,0,948
"1111",4.26883495138746,18.2319609424704,1,0,0,0,1760,0,0,961
"1112",2.87453379668098,9.02628582753178,1,0,0,0,2468,0,0,781
"1113",5.51537870153557,23.794715991389,1,0,0,0,2422,0,0,904
"1114",4.02885473684294,16.5802099338673,1,0,0,0,2229,0,0,913
"1115",5.09344449540655,23.5565550017701,1,0,0,0,1379,0,0,973
"1116",2.61169086077622,9.80736760218526,1,0,0,0,633,0,0,952
"1117",3.43192524536312,14.1387562642632,1,0,0,0,1367,0,0,903
"1118",3.61261328896042,15.9108408103924,1,0,0,0,1495,0,0,971
"1119",3.92908642432776,16.2964319262126,1,0,0,0,1768,0,0,920
"1120",4.31430895664387,17.4882895156349,1,0,0,0,2000,0,0,955
"1121",5.28198579921576,22.2629078287147,1,0,0,0,2564,0,0,912
"1122",4.64543543011009,19.6830048582684,1,0,0,0,1849,0,0,934
"1123",3.48068383493718,14.4520744578208,1,0,0,0,1853,0,0,916
"1124",4.7735552436403,20.6495780880872,1,0,0,0,2029,0,0,957
"1125",3.27291658495861,14.8729177706181,1,0,0,0,982,0,0,959
"1126",5.29201098169824,22.6785783510602,1,0,0,0,1545,0,0,960
"1127",3.46365706608029,14.3506270057915,1,0,0,0,2016,0,0,917
"1128",2.98249812437972,12.0643414897717,1,0,0,0,1269,0,0,903
"1129",4.05376563697448,18.4000714717378,1,0,0,0,1641,0,0,965
"1130",2.94984247872335,10.7207316408382,1,0,0,0,2057,0,0,818
"1131",3.41614182539495,12.6980209339355,1,0,0,0,2319,0,0,833
"1132",4.01766323080038,16.4407995129187,1,0,0,0,1530,0,0,930
"1133",4.1531383737655,17.5464725996255,1,0,0,0,1960,0,0,916
"1134",4.38659904738014,18.4332827412358,1,0,0,0,2384,0,0,898
"1135",3.03583866024834,11.1493621430667,1,0,0,0,1917,0,0,859
"1136",4.24987888648617,19.312972342332,1,0,0,0,1586,0,0,968
"1137",6.71989907050403,31.4707762196188,1,0,0,0,1797,0,0,973
"1138",5.08341789266747,22.6768903740888,1,0,0,0,1968,0,0,968
"1139",3.35171045399044,11.3322659683191,1,0,0,0,2642,0,0,785
"1140",4.20724718083501,17.9729388094558,1,0,0,0,1805,0,0,942
"1141",5.45957622488304,25.3410620910469,1,0,0,0,1587,0,0,966
"1142",4.49691584653471,18.8036746972954,1,0,0,0,2020,0,0,921
"1143",4.58647963478736,19.8105581592405,1,0,0,0,1997,0,0,931
"1144",4.85003756910482,21.7690115725444,1,0,0,0,1791,0,0,956
"1145",3.09963786058483,12.0542912399575,1,0,0,0,1505,0,0,916
"1146",4.11007564931235,18.1064325596455,1,0,0,0,1900,0,0,944
"1147",5.54466717640539,26.5021022181029,1,0,0,0,2058,0,0,950
"1148",3.59448056580529,14.3934341444603,1,0,0,0,1780,0,0,938
"1149",3.56679792803416,14.0080991979348,1,0,0,0,2577,0,0,890
"1150",3.69536917494986,15.4506262586189,1,0,0,0,1215,0,0,941
"1151",2.42921589868761,8.82230514901011,1,0,0,0,1126,0,0,902
"1152",4.67731957174462,21.4560779373086,1,0,0,0,1673,0,0,971
"1153",3.66963638803555,16.3844898237903,1,0,0,0,1259,0,0,973
"1154",2.77892594411349,8.76291174059096,1,0,0,0,2191,0,0,778
"1155",3.69047620102468,16.2063485944897,1,0,0,0,1987,0,0,939
"1156",3.51088925092712,13.6149746226615,1,0,0,0,1532,0,0,881
"1157",4.16450615037724,17.7416479427642,1,0,0,0,1698,0,0,957
"1158",4.50510250915028,20.7473288034077,1,0,0,0,1948,0,0,968
"1159",4.61811219966396,19.3440279200636,1,0,0,0,2395,0,0,905
"1160",4.06788781323108,16.4321654428409,1,0,0,0,1766,0,0,918
"1161",3.4126501910778,12.607069613789,1,0,0,0,2320,0,0,873
"1162",4.57891724165209,18.372458643662,1,0,0,0,2096,0,0,944
"1163",4.18705243118871,18.3121053448355,1,0,0,0,1547,0,0,935
"1164",6.1903913996236,28.4354443447515,1,0,0,0,2269,0,0,942
"1165",3.04214630776049,11.9457752297232,1,0,0,0,1628,0,0,917
"1166",3.35614183544684,12.2337159506169,1,0,0,0,2237,0,0,895
"1167",3.50030468094225,12.2943238467101,1,0,0,0,2820,0,0,811
"1168",5.81730255179669,26.5279969679275,1,0,0,0,2200,0,0,962
"1169",3.86886736466461,16.8784232333673,1,0,0,0,1366,0,0,957
"1170",5.67873611486009,24.9714662437259,1,0,0,0,2364,0,0,949
"1171",3.71248908874097,15.4224515200256,1,0,0,0,1783,0,0,932
"1172",3.70974828795637,15.4277697505519,1,0,0,0,1779,0,0,903
"1173",3.71079315886843,13.4291155273411,1,0,0,0,2603,0,0,804
"1174",4.55986051592344,18.6739426760753,1,0,0,0,2040,0,0,908
"1175",4.23499294267992,18.0598310834071,1,0,0,0,1620,0,0,951
"1176",4.31877093776628,19.4713264155243,1,0,0,0,1501,0,0,943
"1177",5.27561727958573,24.8349338398802,1,0,0,0,2044,0,0,972
"1178",3.26434427171641,12.2771210208692,1,0,0,0,1906,0,0,849
"1179",3.35639326486436,13.9350309489796,1,0,0,0,1205,0,0,941
"1180",3.70213610935481,16.3401524342595,1,0,0,0,1205,0,0,962
"1181",4.28342782045688,19.4408781146638,1,0,0,0,1592,0,0,974
"1182",3.41319743414687,13.5287168482635,1,0,0,0,1723,0,0,921
"1183",5.03600138314377,21.339261395842,1,0,0,0,2333,0,0,937
"1184",3.57525257864494,15.0656291989931,1,0,0,0,1558,0,0,886
"1185",3.59941798824935,12.5051449792936,1,0,0,0,2898,0,0,826
"1186",3.8041756388459,14.6261408824643,1,0,0,0,2763,0,0,858
"1187",3.26019328677054,12.5873229789475,1,0,0,0,2124,0,0,876
"1188",3.95953932715145,15.7558791554938,1,0,0,0,2214,0,0,881
"1189",4.29082917171036,18.3492591310653,1,0,0,0,2199,0,0,922
"1190",3.24787353698674,14.5354252964391,1,0,0,0,1443,0,0,950
"1191",5.0843146509207,23.0873040816208,1,0,0,0,1572,0,0,971
"1192",4.21690440914628,18.8202943322407,1,0,0,0,2005,0,0,929
"1193",4.42132984699497,18.5727416644575,1,0,0,0,1893,0,0,935
"1194",3.37564931801243,14.0311594686633,1,0,0,0,1247,0,0,918
"1195",5.92491810460639,26.9653626510816,1,0,0,0,2259,0,0,941
"1196",6.1888925003725,28.2765209063477,1,0,0,0,1957,0,0,954
"1197",3.35270517603045,14.2005351133765,1,0,0,0,1322,0,0,944
"1198",4.82564383724293,20.4010615424967,1,0,0,0,2405,0,0,920
"1199",4.14542448432622,17.6572821412064,1,0,0,0,2005,0,0,947
"1200",3.97513865353702,16.4496247228496,1,0,0,0,2056,0,0,923
"1201",3.61243547851123,14.0004359189738,1,0,0,0,1962,0,0,881
"1202",3.98140765592425,16.1172382559647,1,0,0,0,1767,0,0,921
"1203",4.22912696430405,17.8974095800792,1,0,0,0,1645,0,0,914
"1204",2.6670999531401,9.37722316072633,1,0,0,0,1652,0,0,825
"1205",4.34506176061466,17.9880899115336,1,0,0,0,2406,0,0,903
"1206",3.77008524609975,15.8926977734013,1,0,0,0,1849,0,0,928
"1207",3.23679828814657,12.181535228241,1,0,0,0,1472,0,0,910
"1208",4.06828007493551,17.0086343711704,1,0,0,0,1881,0,0,909
"1209",3.42979333458202,13.8631044908457,1,0,0,0,1870,0,0,874
"1210",5.38333189533639,22.9739178308109,1,0,0,0,2486,0,0,907
"1211",4.27662266838605,16.7230704977603,1,0,0,0,2711,0,0,874
"1212",3.71509739368553,14.7963415598706,1,0,0,0,1909,0,0,897
"1213",3.55832581664767,14.1610051013574,1,0,0,0,2099,0,0,877
"1214",5.50838700328151,23.47366154319,1,0,0,0,2996,0,0,851
"1215",3.53138193278062,13.7937887651344,1,0,0,0,2341,0,0,859
"1216",4.3054503287311,16.8676071778882,1,0,0,0,3120,0,0,825
"1217",3.56298966176304,14.2948734589763,1,0,0,0,2006,0,0,885
"1218",4.40397079141227,19.0176431008552,1,0,0,0,2394,0,0,891
"1219",2.48793926123522,7.3219748102823,1,0,0,0,2103,0,0,778
"1220",3.87053608315981,15.9889929001488,1,0,0,0,1903,0,0,902
"1221",2.98421391914798,12.1561930460939,1,0,0,0,1434,0,0,892
"1222",3.37214622248008,13.3854213749511,1,0,0,0,1507,0,0,932
"1223",3.83793746386694,14.3419550471145,1,0,0,0,2498,0,0,826
"1224",3.28109047453475,13.6622754689541,1,0,0,0,1568,0,0,888
"1225",3.8585366643996,16.187331028158,1,0,0,0,1852,0,0,893
"1226",3.23102630692603,12.0829373765356,1,0,0,0,2176,0,0,830
"1227",3.30420631950928,13.6700021082921,1,0,0,0,1782,0,0,928
"1228",4.6075062340969,19.189854194177,1,0,0,0,2200,0,0,919
"1229",3.64596938276001,14.0716558693643,1,0,0,0,2453,0,0,848
"1230",2.22921023544912,6.11572653770087,1,0,0,0,1939,0,0,785
"1231",3.03778023798551,12.1170242592534,1,0,0,0,1405,0,0,923
"1232",3.54613856426763,14.3996861177272,1,0,0,0,1804,0,0,921
"1233",3.92293895536426,15.4261626516611,1,0,0,0,1850,0,0,916
"1234",3.80473190061353,15.2982743444601,1,0,0,0,2342,0,0,873
"1235",5.50382181787261,24.3664544510447,1,0,0,0,2383,0,0,922
"1236",2.90284002618174,10.4291584370806,1,0,0,0,2095,0,0,810
"1237",4.69663002942118,18.805890903146,1,0,0,0,2467,0,0,876
"1238",3.21045154870104,11.9948003740599,1,0,0,0,1796,0,0,894
"1239",5.09227536241268,21.2944153428967,1,0,0,0,2235,0,0,906
"1240",4.0754333414364,16.8809123735371,1,0,0,0,2236,0,0,902
"1241",4.79332351362461,20.8796442650921,1,0,0,0,2564,0,0,910
"1242",4.9003819500364,22.4025429784699,1,0,0,0,2088,0,0,929
"1243",3.72699379390752,14.2995941093622,1,0,0,0,1697,0,0,891
"1244",3.53996240930632,15.3350167389974,1,0,0,0,1413,0,0,927
"1245",3.64671457132353,13.7934849092563,1,0,0,0,2303,0,0,871
"1246",4.73511998266372,20.3479507270788,1,0,0,0,2150,0,0,924
"1247",4.37661841373628,18.3351840954955,1,0,0,0,2192,0,0,889
"1248",2.96286732016581,10.7637328178336,1,0,0,0,1889,0,0,829
"1249",3.74570913927657,14.2231883143774,1,0,0,0,1941,0,0,891
"1250",2.58355787851375,9.11529615469361,1,0,0,0,1473,0,0,859
"1251",2.61575054873687,8.07959884997029,1,0,0,0,2202,0,0,778
"1252",3.03463154621881,12.1115470114312,1,0,0,0,1140,0,0,902
"1253",2.39260658664736,9.04995077613826,1,0,0,0,1148,0,0,921
"1254",4.98890817253,22.166847932124,1,0,0,0,2569,0,0,926
"1255",3.42840053856783,13.27399451932,1,0,0,0,1812,0,0,861
"1256",3.98547890379857,17.680454684105,1,0,0,0,1888,0,0,921
"1257",4.47014142561361,19.4241214857189,1,0,0,0,2211,0,0,926
"1258",4.95996832380265,21.2535686791935,1,0,0,0,2001,0,0,908
"1259",2.6583177263209,9.74056174689762,1,0,0,0,1448,0,0,877
"1260",3.71015205846791,15.3781826520194,1,0,0,0,1779,0,0,911
"1261",4.59815223834923,20.4032405113314,1,0,0,0,1729,0,0,908
"1262",2.98925254349492,11.9442971971513,1,0,0,0,1368,0,0,914
"1263",3.34834106134569,13.10116078709,1,0,0,0,1865,0,0,907
"1264",4.69114156687801,19.7063612057905,1,0,0,0,2168,0,0,887
"1265",3.46396307803525,13.8143103625585,1,0,0,0,2014,0,0,862
"1266",3.29077320402635,11.949672170623,1,0,0,0,2099,0,0,825
"1267",4.14253676810653,17.5625082743971,1,0,0,0,1722,0,0,903
"1268",1.54374263125322,4.58436849759444,1,0,0,0,354,0,0,863
"1269",1.48061570726284,4.13889126201654,1,0,0,0,355,0,0,897
"1270",4.16461347259129,16.502881726309,1,0,0,0,2438,0,0,881
"1271",2.7963882651529,9.81715775242323,1,0,0,0,2040,0,0,817
"1272",3.30512573631873,12.7573745854416,1,0,0,0,2358,0,0,832
"1273",4.41624431567195,18.4322771306919,1,0,0,0,2573,0,0,867
"1274",4.43571748684416,17.7968003717972,1,0,0,0,2582,0,0,879
"1275",4.57327441976,17.974496565286,1,0,0,0,2667,0,0,885
"1276",3.50597648274332,14.2426634436513,1,0,0,0,2096,0,0,926
"1277",3.68628142413268,15.8847473807904,1,0,0,0,1722,0,0,917
"1278",2.98578163617381,10.3176343940633,1,0,0,0,1981,0,0,834
"1279",6.08236146053295,27.4270953203491,1,0,0,0,2296,0,0,929
"1280",2.52173578005886,7.83505207117572,1,0,0,0,2132,0,0,778
"1281",3.30208442400564,11.0092546793913,1,0,0,0,2948,0,0,778
"1282",3.39584120725477,12.492414272615,1,0,0,0,2129,0,0,864
"1283",3.2631877093159,11.2339067077683,1,0,0,0,2841,0,0,793
"1284",3.06799688096097,12.8675394393348,1,0,0,0,1132,0,0,926
"1285",4.28311783633219,19.1310636014052,1,0,0,0,2005,0,0,913
"1286",3.85546028660123,15.1534630032756,1,0,0,0,2383,0,0,854
"1287",3.55335784892359,12.514556298661,1,0,0,0,2705,0,0,832
"1288",4.06565886329655,16.1979958665274,1,0,0,0,2421,0,0,847
"1289",4.67003980154741,19.6688267475793,1,0,0,0,1901,0,0,910
"1290",4.01530529013192,15.5895357885861,1,0,0,0,2741,0,0,861
"1291",3.23924758518789,12.3349598091972,1,0,0,0,1711,0,0,889
"1292",4.39706658261834,18.0077837044409,1,0,0,0,2666,0,0,891
"1293",4.4790967826183,17.5666210752171,1,0,0,0,2489,0,0,854
"1294",2.79792980269515,10.0507159650655,1,0,0,0,1758,0,0,829
"1295",5.61649197624346,24.5547584714553,1,0,0,0,2548,0,0,924
"1296",4.51420138283539,18.7582757746563,1,0,0,0,2205,0,0,907
"1297",3.89755798099305,16.0512403392537,1,0,0,0,1765,0,0,932
"1298",3.37368003812609,12.6784478952698,1,0,0,0,2193,0,0,836
"1299",4.49111626929048,18.2318222660625,1,0,0,0,2477,0,0,898
"1300",4.17246167360271,17.7065827040573,1,0,0,0,2131,0,0,929
"1301",3.3015371011929,13.2639735563809,1,0,0,0,1721,0,0,877
"1302",4.35290786394773,17.5673882279306,1,0,0,0,2317,0,0,870
"1303",2.81892973375179,10.1969846987288,1,0,0,0,1849,0,0,852
"1304",2.81418008206855,10.6285939170061,1,0,0,0,1661,0,0,884
"1305",4.13727367151455,17.335492881788,1,0,0,0,2192,0,0,889
"1306",4.85249330638996,21.3080392739295,1,0,0,0,1930,0,0,918
"1307",4.18217755272458,16.7937605492556,1,0,0,0,2651,0,0,842
"1308",4.22891659575542,16.6894825993665,1,0,0,0,2584,0,0,841
"1309",2.33482635528108,7.45562739972965,1,0,0,0,1952,0,0,778
"1310",2.99229098316906,12.4719494501212,1,0,0,0,1046,0,0,929
"1311",4.63535758589926,19.8124114285846,1,0,0,0,2437,0,0,906
"1312",4.33329560347995,17.5176702678088,1,0,0,0,2172,0,0,878
"1313",3.55367363305094,14.3365043873155,1,0,0,0,2544,0,0,864
"1314",2.55692617688032,10.0459783018263,1,0,0,0,1325,0,0,894
"1315",2.34301769986268,7.46525165562044,1,0,0,0,1623,0,0,792
"1316",2.44399446818617,8.98956043121245,1,0,0,0,1132,0,0,917
"1317",2.91367486115326,9.08863655817346,1,0,0,0,2156,0,0,782
"1318",2.31199308315264,8.70966197901289,1,0,0,0,705,0,0,932
"1319",4.64211498295093,19.2908940919499,1,0,0,0,2494,0,0,913
"1320",4.31384615954481,17.372627500358,1,0,0,0,2094,0,0,907
"1321",4.07685456065292,16.3007916296814,1,0,0,0,2434,0,0,883
"1322",2.59492682697189,10.2740202375608,1,0,0,0,1094,0,0,859
"1323",3.36777865118074,13.9692683471346,1,0,0,0,1206,0,0,915
"1324",3.71332623642274,14.0375244301445,1,0,0,0,1975,0,0,843
"1325",5.00837248420791,20.7810749949629,1,0,0,0,2365,0,0,911
"1326",2.93725359856723,10.7277958048362,1,0,0,0,1745,0,0,844
"1327",3.43736021639456,13.0095033142709,1,0,0,0,2026,0,0,849
"1328",3.89800562399966,16.1620870230391,1,0,0,0,1723,0,0,921
"1329",5.35268976704226,23.0406853425296,1,0,0,0,2626,0,0,885
"1330",4.64012351163414,19.9022388656956,1,0,0,0,2586,0,0,908
"1331",3.7129784569197,14.8435683845132,1,0,0,0,1839,0,0,911
"1332",4.61449466334486,18.3077800129683,1,0,0,0,2639,0,0,851
"1333",3.86837317987473,16.1541890808554,1,0,0,0,1505,0,0,911
"1334",4.15755261441663,16.5479203131043,1,0,0,0,2242,0,0,885
"1335",3.89513621761995,15.8443205489411,1,0,0,0,1640,0,0,914
"1336",4.29268464143038,17.6829411611151,1,0,0,0,2221,0,0,900
"1337",4.55596608325926,19.6831591317691,1,0,0,0,1858,0,0,903
"1338",3.98444246420334,16.4750350220612,1,0,0,0,2044,0,0,930
"1339",3.47047639355459,14.2815783290185,1,0,0,0,1525,0,0,931
"1340",3.7523642825493,13.8526874398944,1,0,0,0,2425,0,0,879
"1341",4.13656406680681,16.9068421308022,1,0,0,0,2283,0,0,890
"1342",4.35527537949581,17.6646714265329,1,0,0,0,2624,0,0,873
"1343",4.8733785772802,20.9490704211434,1,0,0,0,2478,0,0,921
"1344",3.45494297012527,13.0221571186373,1,0,0,0,2465,0,0,843
"1345",2.9057142642936,10.3795405120613,1,0,0,0,2220,0,0,825
"1346",4.2209400943702,16.811327670273,1,0,0,0,2319,0,0,864
"1347",4.75827232264054,19.9444600878484,1,0,0,0,2524,0,0,893
"1348",3.40286005963842,13.3723770430435,1,0,0,0,1826,0,0,917
"1349",4.83293729725189,20.2706998248056,1,0,0,0,2213,0,0,902
"1350",3.80633866016007,16.9232914894403,1,0,0,0,1817,0,0,931
"1351",4.0448278204288,17.196977777775,1,0,0,0,2052,0,0,918
"1352",3.79958848375031,16.5401367665496,1,0,0,0,2222,0,0,901
"1353",4.62400285813375,19.9474211993327,1,0,0,0,2057,0,0,890
"1354",5.73411009890728,25.3546249665483,1,0,0,0,2452,0,0,912
"1355",3.17207532416856,12.0895608058213,1,0,0,0,2125,0,0,864
"1356",4.47734130492788,16.6906009906797,1,0,0,0,3165,0,0,837
"1357",4.85891395884311,21.6275504825843,1,0,0,0,2072,0,0,923
"1358",4.95312706236892,21.0629244942658,1,0,0,0,2420,0,0,922
"1359",3.86902673939875,15.913875507221,1,0,0,0,1954,0,0,920
"1360",2.31240217395901,6.31088531942673,1,0,0,0,1884,0,0,778
"1361",3.33382604872924,13.9040990374398,1,0,0,0,1757,0,0,913
"1362",5.02473313495693,20.2314746707356,1,0,0,0,3072,0,0,874
"1363",4.86753886739651,21.9247557721807,1,0,0,0,2316,0,0,898
"1364",3.68939132728817,15.6114572019181,1,0,0,0,1717,0,0,896
"1365",2.75480225934606,10.0339759553634,1,0,0,0,1459,0,0,858
"1366",3.76281320104118,15.8774425147088,1,0,0,0,2002,0,0,896
"1367",3.19363719778791,12.7859354562,1,0,0,0,2240,0,0,897
"1368",1.95644155742636,5.44873598775331,1,0,0,0,1731,0,0,778
"1369",3.48640961318682,14.0714192497254,1,0,0,0,1934,0,0,890
"1370",3.33849742254634,12.7009393571757,1,0,0,0,2256,0,0,857
"1371",3.5125945999663,14.973400568918,1,0,0,0,1655,0,0,900
"1372",3.20241522704814,11.7938616209743,1,0,0,0,2120,0,0,816
"1373",3.41135598348461,13.7128251717514,1,0,0,0,1784,0,0,930
"1374",4.3949812963764,18.1776518150294,1,0,0,0,2018,0,0,882
"1375",4.77957458556576,19.4189096636615,1,0,0,0,2687,0,0,874
"1376",5.29366396987551,23.7702548923883,1,0,0,0,2394,0,0,917
"1377",4.59762210886744,19.3270045651642,1,0,0,0,2299,0,0,932
"1378",4.33051798812567,17.3906863487838,1,0,0,0,2658,0,0,865
"1379",4.55198352648459,19.0369742659214,1,0,0,0,1780,0,0,927
"1380",3.29256424953979,12.8488806542973,1,0,0,0,2192,0,0,803
"1381",4.09343290965245,17.7762283200477,1,0,0,0,1761,0,0,907
"1382",3.77289645498256,13.9817623025832,1,0,0,0,2243,0,0,845
"1383",4.65393143824357,19.4944275347663,1,0,0,0,2435,0,0,886
"1384",4.72684825491207,21.2385933463471,1,0,0,0,2233,0,0,921
"1385",3.33361579378105,13.1787338351619,1,0,0,0,2334,0,0,840
"1386",3.9491988695271,16.0294402521933,1,0,0,0,2117,0,0,899
"1387",4.19373623526934,16.8212274115014,1,0,0,0,2023,0,0,921
"1388",2.95366658217876,10.2858844674535,1,0,0,0,2155,0,0,803
"1389",4.63698225691511,19.8603638752844,1,0,0,0,2099,0,0,932
"1390",2.39204321867777,7.96836328389197,1,0,0,0,1260,0,0,821
"1391",4.24841615074093,16.9496018832618,1,0,0,0,2526,0,0,856
"1392",3.58203557643132,15.3457052396342,1,0,0,0,1531,0,0,926
"1393",3.05969310845453,11.7438927242521,1,0,0,0,1647,0,0,862
"1394",2.68556358474236,9.05614141609494,1,0,0,0,1948,0,0,799
"1395",3.24314022412395,12.096004671744,1,0,0,0,2270,0,0,803
"1396",3.70959947302872,15.2913144091696,1,0,0,0,1989,0,0,877
"1397",3.78496554689137,14.4771175190299,1,0,0,0,1754,0,0,895
"1398",2.69441985629063,8.81251505545584,1,0,0,0,2326,0,0,797
"1399",3.13743301413855,11.6331537204692,1,0,0,0,1965,0,0,827
"1400",4.05095423332479,15.0169307057943,1,0,0,0,3094,0,0,797
